paper_id,title,first_author,publication_year,journal,doi,document_type,relevance_score,extractability_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,final_priority_label,screening_notes
paper_0124,Thermal and hydrothermal stability of a metal monolithic anodic alumina support for steam reforming of methane,Yu Guo,2011,Chemical Engineering Journal,10.1016/j.cej.2011.01.036,journal_article,75,65,71.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0131,<i>In silico</i>search for novel methane steam reforming catalysts,Yue Xu,2013,New Journal of Physics,10.1088/1367-2630/15/12/125021,journal_article,75,65,71.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0160,"High catalytic activity and stability of ZnLaAlO4 supported Ni, Pt and Ru nanocatalysts applied in the dry, steam and combined dry-steam reforming of methane",Yasin Khani,2016,Chemical Engineering Journal,10.1016/j.cej.2016.04.108,journal_article,75,65,71.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0193,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,Eugenio Meloni,2020,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.06.299,journal_article,75,65,71.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0202,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",Maryam Meshksar,2023,Journal of the Energy Institute,10.1016/j.joei.2023.101344,journal_article,75,65,71.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0188,Modeling of low temperature steam reforming of flare gas to methane-rich fuel gas on Ni catalyst in different types of reactors,Shigarov,2020,Chemical Engineering Journal,10.1016/j.cej.2020.125313,journal_article,65,70,67.0,no,yes,no,low_priority,journal_article_candidate_after_auto_screening
paper_0014,Steam reforming of hydrocarbons on noble metal catalysts. (Part 8). Steam reforming of methane on supported ruthenium catalysts.,KIKUCHI,1990,Journal of The Japan Petroleum Institute,10.1627/jpi1958.33.152,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0024,97/01138 Simultaneous carbon dioxide and steam reforming of methane to syngas over NiOCaO catalyst,,1997,Fuel and Energy Abstracts,10.1016/s0140-6701(97)82906-2,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0026,Kinetic studies of methane steam reforming on ceria-supported Pd,Radu Crăciun,1998,Catalysis Letters,10.1023/a:1019022009310,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0030,Steam reforming of methane in membrane reactors: comparison of electroless-plating and CVD membranes and catalyst packing modes,Eiichi Kikuchi,2000,Catalysis Today,10.1016/s0920-5861(99)00264-3,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0032,Catalytic activity of Ni–YSZ–CeO2 anode for the steam reforming of methane in a direct internal-reforming solid oxide fuel cell,Nobuyoshi Nakagawa,2001,Journal of Power Sources,10.1016/s0378-7753(00)00508-5,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0034,Highly stable Ni catalyst supported on Ce–ZrO2 for oxy-steam reforming of methane,Hyun‐Seog Roh,2001,Catalysis Letters,10.1023/a:1016699317421,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0048,Highly active and stable Rh/MgOAl2O3 catalysts for methane steam reforming,Y. Wang,2004,Catalysis Today,10.1016/j.cattod.2004.09.011,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0050,05/00609 Dissociation of vibrationally excited methane on Ni catalyst: Part 1. application to methane steam reforming,,2005,Fuel and Energy Abstracts,10.1016/s0140-6701(05)80612-5,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0057,Kinetics of steam reforming of methane on Ru/Al2O3 catalyst promoted with Mn oxides,Alexander Berman,2005,Applied Catalysis A General,10.1016/j.apcata.2004.12.003,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0063,Cobalt catalysts prepared from hydrotalcite precursors and tested in methane steam reforming,Alessandra Fonseca Lucrédio,2006,Journal of Power Sources,10.1016/j.jpowsour.2005.10.108,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0064,Ni-Cu/samaria-doped ceria catalysts for steam reforming of methane in the presence of carbon dioxide,Ta-Jen Huang,2006,Applied Catalysis A General,10.1016/j.apcata.2006.02.027,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0065,Ru-doped Ni catalysts effective for the steam reforming of methane without the pre-reduction treatment with H2,Jin Hyeok Jeong,2006,Applied Catalysis A General,10.1016/j.apcata.2005.12.007,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0067,Surface modification of Ni catalysts with trace Pd and Rh for oxidative steam reforming of methane,Yuya Mukainakano,2006,Applied Catalysis A General,10.1016/j.apcata.2006.11.017,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0068,Surface modification of Ni catalysts with trace Pt for oxidative steam reforming of methane,B LI,2006,Journal of Catalysis,10.1016/j.jcat.2006.10.004,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0069,The effect of ceria content on the properties of Pd/CeO2/Al2O3 catalysts for steam reforming of methane,L.S.F. Feio,2006,Applied Catalysis A General,10.1016/j.apcata.2006.09.032,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0071,Alumina-supported Ni catalysts modified with silver for the steam reforming of methane: Effect of Ag on the control of coke formation,N.V. Parizotto,2007,Applied Catalysis A General,10.1016/j.apcata.2007.06.022,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0072,Co/Al2O3 catalysts promoted with noble metals for production of hydrogen by methane steam reforming,Luciene Paula Roberto Profeti,2007,Fuel,10.1016/j.fuel.2007.10.015,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0075,Membrane reactor performance of steam reforming of methane using hydrogen-permselective catalytic SiO2 membranes,Toshinori Tsuru,2007,Journal of Membrane Science,10.1016/j.memsci.2007.10.057,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0081,First principles calculations and experimental insight into methane steam reforming over transition metal catalysts,Gareth Jones,2008,Journal of Catalysis,10.1016/j.jcat.2008.08.003,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0088,Comparative study of the kinetics of methane steam reforming on supported Ni and Sn/Ni alloy catalysts: The impact of the formation of Ni alloy on chemistry,Eranda Nikolla,2009,Journal of Catalysis,10.1016/j.jcat.2009.02.006,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0091,Methane steam reforming in large pore catalyst,Eduardo L.G. Oliveira,2009,Chemical Engineering Science,10.1016/j.ces.2009.10.018,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0092,Ni catalysts with Mo promoter for methane steam reforming,S.S. Maluf,2009,Fuel,10.1016/j.fuel.2009.03.025,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0095,Preparation and characterization of Ru/MgO-Al2O3 catalysts for methane steam reforming,Luciene Santos Carvalho,2009,Catalysis Today,10.1016/j.cattod.2009.01.010,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0097,Study of porous anodic alumina supported plate-type catalysts during daily start-up and shut-down operation of methane steam reforming,Lu Zhou,2009,Applied Catalysis A General,10.1016/j.apcata.2009.05.034,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0098,CFD simulation with detailed chemistry of steam reforming of methane for hydrogen production in an integrated micro-reactor,Xuli Zhai,2010,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.03.034,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0107,Preparation of supported Ni catalysts on various metal oxides with core/shell structures and their tests for the steam reforming of methane,Hyowon Kim,2010,Chemical Engineering Journal,10.1016/j.cej.2010.11.045,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0118,Pilot Study on the Use of Methane Steam Reforming Catalyst in Molten Car-bonate Fuel Cell,LI,2011,CHINESE JOURNAL OF CATALYSIS (CHINESE VERSION),10.3724/sp.j.1088.2011.00637,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0122,Steam reforming of methane over Ni catalyst in micro-channel reactor,Xuli Zhai,2011,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.03.065,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0123,Steam reforming of methane to syngas over NiAl2O4 spinel catalysts,N. Salhi,2011,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.11.071,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0129,Production of hydrogen by steam reforming of methane over alumina supported nano-NiO/SiO2 catalyst,Barnali Bej,2012,Catalysis Today,10.1016/j.cattod.2012.04.011,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0139,Stable hydrogen production by methane steam reforming in a two zone fluidized bed reactor: Experimental assessment,Lucía C. Pérez-Moreno,2013,Journal of Power Sources,10.1016/j.jpowsour.2013.05.197,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0140,Catalyst design for methane steam reforming,Viswanathan Arcotumapathy,2014,Applied Catalysis A General,10.1016/j.apcata.2014.04.020,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0141,Evaluation of the economic impact of hydrogen production by methane decomposition with steam reforming of methane process,Kartick C. Mondal,2014,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.087,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0142,Highly active and stable MgAl2O4-supported Rh and Ir catalysts for methane steam reforming: A combined experimental and theoretical study,Donghai Mei,2014,Journal of Catalysis,10.1016/j.jcat.2014.04.021,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0154,Ru–Ni Catalyst in the Combined Dry-Steam Reforming of Methane: The Importance in the Metal Order Addition,Andrea Álvarez Moreno,2015,Topics in Catalysis,10.1007/s11244-015-0426-5,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0162,Microwave plasma-based method of hydrogen production via combined steam reforming of methane,Dariusz Czylkowski,2016,Energy,10.1016/j.energy.2016.07.088,journal_article,65,65,65.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0165,Catalytic properties of a pure Ni coil catalyst for methane steam reforming,Hirano,2017,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.10.135,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0167,Innovative catalyst design for methane steam reforming intensification,Ricca,2017,Fuel,10.1016/j.fuel.2016.11.006,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0181,Influence of the preparation method in the metal-support interaction and reducibility of Ni-Mg-Al based catalysts for methane steam reforming,Lola Azancot,2019,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.05.167,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0182,La-doped supported Ni catalysts for steam reforming of methane,Meriem Boudjeloud,2019,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.01.140,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0192,Syngas production via combined dry and steam reforming of methane over Ni-Ce/ZSM-5 catalyst,Ningbo Gao,2020,Fuel,10.1016/j.fuel.2020.117702,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0196,Steam reforming of methane: Current states of catalyst design and process upgrading,Haotian Zhang,2021,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111330,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0197,A two step Microwave-assisted coke resistant mesoporous Ni-Co catalyst for methane steam reforming,Etminan,2022,Fuel,10.1016/j.fuel.2021.122411,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0200,In-situ catalytic upgrading of tar from integrated process of coal pyrolysis with steam reforming of methane over carbon based Ni catalyst,Zheng-wei WANG,2022,Journal of Fuel Chemistry and Technology,10.1016/s1872-5813(21)60169-x,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0201,"Synthesis, application, and characteristics of mesoporous alumina as a support of promoted Ni-Co bimetallic catalysts in steam reforming of methane",Sara Zolghadri,2022,Fuel,10.1016/j.fuel.2022.127005,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0210,"Synthesis, characterization, and application of bio-templated Ni–Ce/Al2O3 catalyst for clean H2 production in the steam reforming of methane process",Hadiseh Khosravani,2023,Journal of the Energy Institute,10.1016/j.joei.2023.101203,journal_article,75,50,65.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0172,Monolithic substrate support catalyst design considerations for steam methane reforming operation,Baharudin,2018,Reviews in Chemical Engineering,10.1515/revce-2016-0048,review,65,60,63.0,no,yes,no,low_priority,review_kept_separately_for_manual_flagging
paper_0217,"Review for ""Metallic nickel-anchored biochar with non-metallic heteroatom modification: remarkably effective catalyst for steam reforming of methane""",,2024,,10.1039/d4re00431k/v1/review2,review,95,10,61.0,yes,no,no,low_priority,review_kept_separately_for_manual_flagging
paper_0218,"Review for ""Metallic nickel-anchored biochar with non-metallic heteroatom modification: remarkably effective catalyst for steam reforming of methane""",,2024,,10.1039/d4re00431k/v1/review1,review,95,10,61.0,yes,no,no,low_priority,review_kept_separately_for_manual_flagging
paper_0219,"Review for ""Metallic nickel-anchored biochar with non-metallic heteroatom modification: remarkably effective catalyst for steam reforming of methane""",,2024,,10.1039/d4re00431k/v2/review1,review,95,10,61.0,yes,no,no,low_priority,review_kept_separately_for_manual_flagging
paper_0015,Steam reforming of methane in a hydrogen-permeable membrane reactor,Shigeyuki Uemiya,1990,Applied Catalysis,10.1016/s0166-9834(00)84445-0,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0017,Solar steam reforming of methane,M. Böhmer,1991,Solar Energy Materials,10.1016/0165-1633(91)90081-u,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0019,Methane steam reforming in asymmetric Pd- and Pd-Ag/porous SS membrane reactors,Jun Shu,1994,Applied Catalysis A General,10.1016/0926-860x(94)85199-9,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0020,Catalytic methane steam reforming: novel results,И. И. Боброва,1995,Catalysis Today,10.1016/0920-5861(95)00037-g,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0022,Steam reforming of methane in a membrane reactor,Susanne Lægsgaard Jørgensen,1995,Catalysis Today,10.1016/0920-5861(95)00074-p,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0025,A simulative comparison of dense and microporous membrane reactors for the steam reforming of methane,J.S. Oklany,1998,Applied Catalysis A General,10.1016/s0926-860x(98)00027-1,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0028,CO-free production of hydrogen via stepwise steam reforming of methane,T.V. Choudhary,2000,Journal of Catalysis,10.1006/jcat.2000.2853,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0033,Heterogeneous reactor modeling for simulation of catalytic oxidation and steam reforming of methane,Ahmet K. Avcı,2001,Chemical Engineering Science,10.1016/s0009-2509(00)00271-2,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0038,Catalyst Shape as a Design Parameter—Optimum Shape for Methane-Steam Reforming Catalyst,J.S. Soltan Mohammadzadeh,2002,Process Safety and Environmental Protection,10.1205/026387602317446425,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0042,A simulation study of the steam reforming of methane in a dense tubular membrane reactor,Fausto Gallucci,2003,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2003.08.003,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0043,Catalytic steam reforming of methane over Ce0.9Gd0.1O2−,E. Ramı́rez-Cabrera,2003,Applied Catalysis B: Environmental,10.1016/j.apcatb.2003.08.008,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0044,Novel circulating fast fluidized-bed membrane reformer for efficient production of hydrogen from steam reforming of methane,Zhongxiang Chen,2003,Chemical Engineering Science,10.1016/s0009-2509(03)00314-2,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0045,Production of hydrogen-rich gases from steam reforming of methane in an automatic catalytic microreactor,Menderes Levent,2003,International Journal of Hydrogen Energy,10.1016/s0360-3199(02)00195-7,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0052,Additive effect of noble metals on NiO-MgO solid solution in oxidative steam reforming of methane under atmospheric and pressurized conditions,Mohammad Nurunnabi,2005,Applied Catalysis A General,10.1016/j.apcata.2005.10.020,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0061,Thin and dense Pd/CeO2/MPSS composite membrane for hydrogen separation and steam reforming of methane,Jianhua Tong,2005,Separation and Purification Technology,10.1016/j.seppur.2005.03.011,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0076,Modeling and simulation of methane steam reforming in a thermally coupled membrane reactor,Kirtan Patel,2007,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2007.03.004,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0085,Olivine catalysts for methane- and tar-steam reforming,John N. Kuhn,2008,Applied Catalysis B: Environmental,10.1016/j.apcatb.2007.11.040,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0086,Production of hydrogen by unmixed steam reforming of methane,Valerie Dupont,2008,Chemical Engineering Science,10.1016/j.ces.2008.02.015,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0087,"Co/Mg/Al hydrotalcite-type precursor, promoted with La and Ce, studied by XPS and applied to methane steam reforming reactions",Alessandra Fonseca Lucrédio,2009,Applied Surface Science,10.1016/j.apsusc.2009.01.020,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0089,Inhibition of methane formation in steam reforming reactions through modification of Ni catalyst and the reactants,Hu,2009,Green Chemistry,10.1039/b814009j,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0090,Methane steam reforming in a microchannel reactor for GTL intensification: A computational fluid dynamics simulation study,Gurutze Arzamendi,2009,Chemical Engineering Journal,10.1016/j.cej.2009.01.035,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0104,Hydrogen and syngas production from two-step steam reforming of methane over CeO2-Fe2O3 oxygen carrier,Xing Zhu,2010,Journal of Rare Earths,10.1016/s1002-0721(09)60225-8,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0110,Thermodynamic equilibrium analysis of combined carbon dioxide reforming with steam reforming of methane to synthesis gas,Şeyma Özkara-Aydınoğlu,2010,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.08.134,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0112,Hydrogen production from methane and natural gas steam reforming in conventional and microreactor reaction systems,Urko Izquierdo,2011,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.11.048,journal_article,55,65,59.0,no,no,yes,low_priority,journal_article_candidate_after_auto_screening
paper_0130,Steam reforming of methane in a bench-scale membrane reactor at realistic working conditions,M. Šarić,2012,Catalysis Today,10.1016/j.cattod.2012.04.009,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0145,"Syngas production by methane oxy-steam reforming on Me/CeO2 (Me = Rh, Pt, Ni) catalyst lined on cordierite monoliths",Antonio Vita,2014,Applied Catalysis B: Environmental,10.1016/j.apcatb.2014.07.028,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0146,Three-dimensionally ordered macroporous LaFeO3 perovskites for chemical-looping steam reforming of methane,Kun Zhao,2014,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.12.046,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0156,Thermodynamic analysis of steam reforming of methane with statistical approaches,Farshad Farshchi Tabrizi,2015,Energy Conversion and Management,10.1016/j.enconman.2015.07.005,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0163,Modelling and simulation in conventional fixed-bed and fixed-bed membrane reactors for the steam reforming of methane,Jornandes Dias da Silva,2016,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.01.083,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0164,Ni–perovskite interaction and its structural and catalytic consequences in methane steam reforming and methanation reactions,Ramona Thalinger,2016,Journal of Catalysis,10.1016/j.jcat.2016.01.020,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0169,Methane dissociative adsorption in catalytic steam reforming of methane over Pd/CeO2 in an electric field,Satoshi Okada,2017,Catalysis Today,10.1016/j.cattod.2017.05.079,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0173,Real time optimization of steam reforming of methane in an industrial hydrogen plant,M. Taji,2018,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2018.05.094,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0184,Upgrading existing gas-steam combined cycle power plants through steam injection and methane steam reforming,Carapellucci,2019,Energy,10.1016/j.energy.2019.02.046,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0186,Chemical looping steam reforming of methane over Ce-doped perovskites,Xianhua Zhang,2020,Chemical Engineering Science,10.1016/j.ces.2020.115707,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0207,Recent advances in the catalysis of steam reforming of methane (SRM),Joshua O. Ighalo,2023,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2023.10.177,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0211,Catalytic evaluation of Ni–3%Sr-/MCM-41 in dry and steam reforming of methane,Motahareh Hasani Estalkhi,2024,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2024.04.347,journal_article,65,50,59.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0001,Influence of Catalytic Supports on Methane Steam Reforming: A Short Review,Gebreel,,,10.31219/osf.io/6du2j,review,75,25,55.0,no,no,no,low_priority,review_kept_separately_for_manual_flagging
paper_0213,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024,,10.1002/cjce.25396/v2/review2,review,75,25,55.0,no,no,yes,low_priority,review_kept_separately_for_manual_flagging
paper_0214,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024,,10.1002/cjce.25396/v1/review1,review,75,25,55.0,no,no,yes,low_priority,review_kept_separately_for_manual_flagging
paper_0215,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024,,10.1002/cjce.25396/v1/review2,review,75,25,55.0,no,no,yes,low_priority,review_kept_separately_for_manual_flagging
paper_0216,"Review for ""Effect of ceria morphology on hydrogen production via methane steam reforming for membrane reformer""",,2024,,10.1002/cjce.25396/v2/review1,review,75,25,55.0,no,no,yes,low_priority,review_kept_separately_for_manual_flagging
paper_0011,Simulation of steam reformers for methane,M.A. Soliman,1988,Chemical Engineering Science,10.1016/0009-2509(88)87044-1,journal_article,55,50,53.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0018,Simulation of Properties of a Rectangular Wall Reactor. Steam reforming and combustion of methane.,Fukuhara,1993,KAGAKU KOGAKU RONBUNSHU,10.1252/kakoronbunshu.19.295,journal_article,55,50,53.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0116,Methane Steam Reforming Reaction Behaviour in a Packed Bed Membrane Reactor,Chibane,2011,International Journal of Chemical Engineering and Applications,10.7763/ijcea.2011.v2.93,journal_article,65,35,53.0,no,no,no,low_priority,journal_article_candidate_after_auto_screening
paper_0158,Differences in the Nature of Active Sites for Methane Dry Reforming and Methane Steam Reforming over Nickel Aluminate Catalysts,Jessica L. Rogers,2016,ACS Catalysis,10.1021/acscatal.6b01133,journal_article,95,100,97.0,yes,yes,yes,exclude,journal_article_candidate_after_auto_screening
paper_0178,Experimental Study on Dry Reforming of Biogas for Syngas Production over Ni-Based Catalysts,Reiyu Chein,2019,ACS Omega,10.1021/acsomega.9b01784,journal_article,95,100,97.0,yes,yes,yes,exclude,journal_article_candidate_after_auto_screening
paper_0132,Catalytic performance of highly dispersed Ni/TiO2 for dry and steam reforming of methane,V. M. Shinde,2013,RSC Advances,10.1039/c3ra45961f,journal_article,95,80,89.0,yes,no,yes,exclude,journal_article_candidate_after_auto_screening
paper_0117,Optimizing the catalyst distribution for countercurrent methane steam reforming in plate reactors,Zanfir,2011,AIChE Journal,10.1002/aic.12474,journal_article,75,100,85.0,no,yes,yes,exclude,journal_article_candidate_after_auto_screening
paper_0153,Recent Advances on the Design of Group VIII Base-Metal Catalysts with Encapsulated Structures,Hao Tian,2015,ACS Catalysis,10.1021/acscatal.5b01221,journal_article,85,80,83.0,yes,no,yes,exclude,journal_article_candidate_after_auto_screening
paper_0174,Recent Advances in Supported Metal Catalysts for Syngas Production from Methane,Mohanned Mohamedali,2018,ChemEngineering,10.3390/chemengineering2010009,journal_article,95,65,83.0,yes,no,no,exclude,journal_article_candidate_after_auto_screening
paper_0035,Hydrogen Production from Methane Reforming Reactions over Ni/MgO Catalyst,Wen‐Sheng Dong,2001,,,journal_article,95,55,79.0,yes,no,yes,exclude,journal_article_candidate_after_auto_screening
paper_0177,Dry and steam reforming of methane. Comparison and analysis of recently investigated catalytic materials. A short review.,Paulina Summa,2019,Polish Journal of Chemical Technology,10.2478/pjct-2019-0017,review,95,55,79.0,yes,no,yes,exclude,review_kept_separately_for_manual_flagging
paper_0189,Photoassisted Selective Steam and Dry Reforming of Methane to Syngas Catalyzed by Rhodium–Vanadium Bimetallic Oxide Cluster Anions at Room Temperature,Yan‐Xia Zhao,2020,Angewandte Chemie International Edition,10.1002/anie.202010026,journal_article,65,100,79.0,no,yes,yes,exclude,journal_article_candidate_after_auto_screening
paper_0212,Ni-based core-shell structured catalysts for efficient conversion of CH4 to H2: A review,Yu Guan,2024,Carbon Capture Science & Technology,10.1016/j.ccst.2024.100200,review,95,55,79.0,yes,no,yes,exclude,review_kept_separately_for_manual_flagging
