paper_id,doi,title,candidate_url,candidate_source_type,attempt_order,download_status,http_status,final_url,content_type,content_length,saved_pdf_path,pdf_validated,failure_reason,access_note,download_time
paper_0070,10.1016/j.apsusc.2006.09.054,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,https://doi.org/10.1016/j.apsusc.2006.09.054,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S0169433206012761,text/html;charset=UTF-8,2706,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:53+08:00
paper_0006,10.1016/0021-9517(84)90107-6,Sulfur-passivated nickel catalysts for carbon-free steam reforming of methane,https://www.sciencedirect.com/science/article/pii/0021951784901076/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021951784901076/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:55+08:00
paper_0006,10.1016/0021-9517(84)90107-6,Sulfur-passivated nickel catalysts for carbon-free steam reforming of methane,https://www.sciencedirect.com/science/article/pii/0021-9517(84)90107-6/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021-9517(84)90107-6/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:56+08:00
paper_0006,10.1016/0021-9517(84)90107-6,Sulfur-passivated nickel catalysts for carbon-free steam reforming of methane,https://doi.org/10.1016/0021-9517(84)90107-6,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/0021951784901076,text/html;charset=UTF-8,2687,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:20:57+08:00
paper_0004,10.1016/0021-9517(81)90010-5,"Kinetics of the steam reforming of methane with iron, nickel, and iron-nickel alloys as catalysts",https://www.sciencedirect.com/science/article/pii/0021951781900105/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021951781900105/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:20:59+08:00
paper_0004,10.1016/0021-9517(81)90010-5,"Kinetics of the steam reforming of methane with iron, nickel, and iron-nickel alloys as catalysts",https://www.sciencedirect.com/science/article/pii/0021-9517(81)90010-5/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021-9517(81)90010-5/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:00+08:00
paper_0004,10.1016/0021-9517(81)90010-5,"Kinetics of the steam reforming of methane with iron, nickel, and iron-nickel alloys as catalysts",https://doi.org/10.1016/0021-9517(81)90010-5,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/0021951781900105,text/html;charset=UTF-8,2707,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:21:01+08:00
paper_0003,10.1016/0021-9517(78)90142-2,Evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel/alumina catalysts,https://www.sciencedirect.com/science/article/pii/0021951778901422/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021951778901422/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:04+08:00
paper_0003,10.1016/0021-9517(78)90142-2,Evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel/alumina catalysts,https://www.sciencedirect.com/science/article/pii/0021-9517(78)90142-2/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021-9517(78)90142-2/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:04+08:00
paper_0003,10.1016/0021-9517(78)90142-2,Evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel/alumina catalysts,https://doi.org/10.1016/0021-9517(78)90142-2,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/0021951778901422,text/html;charset=UTF-8,2739,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:21:05+08:00
paper_0199,10.1016/j.joei.2022.10.006,Hollow sphere Ni-based catalysts promoted with cerium for steam reforming of methane,https://www.sciencedirect.com/science/article/pii/S1743967122001659/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/S1743967122001659/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:10+08:00
paper_0199,10.1016/j.joei.2022.10.006,Hollow sphere Ni-based catalysts promoted with cerium for steam reforming of methane,https://www.sciencedirect.com/science/article/pii/j.joei.2022.10.006/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/j.joei.2022.10.006/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:11+08:00
paper_0199,10.1016/j.joei.2022.10.006,Hollow sphere Ni-based catalysts promoted with cerium for steam reforming of methane,https://doi.org/10.1016/j.joei.2022.10.006,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/S1743967122001659,text/html;charset=UTF-8,2698,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:21:12+08:00
paper_0005,10.1016/0021-9517(81)90332-8,On the nature of carbon in Ni/$alpha;-Al2O3 catalyst deactivated by the methane-steam reforming reaction,https://www.sciencedirect.com/science/article/pii/0021951781903328/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_resolved_pii,1,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021951781903328/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:15+08:00
paper_0005,10.1016/0021-9517(81)90332-8,On the nature of carbon in Ni/$alpha;-Al2O3 catalyst deactivated by the methane-steam reforming reaction,https://www.sciencedirect.com/science/article/pii/0021-9517(81)90332-8/pdfft?isDTMRedir=true&download=true,sciencedirect_pdf_from_doi_suffix,2,forbidden_or_login_required,403,https://www.sciencedirect.com/science/article/pii/0021-9517(81)90332-8/pdfft?isDTMRedir=true&download=true,text/html; charset=UTF-8,832786,,no,http_403,Publisher did not provide PDF to this HTTP session; no bypass attempted.,2026-04-29T10:21:16+08:00
paper_0005,10.1016/0021-9517(81)90332-8,On the nature of carbon in Ni/$alpha;-Al2O3 catalyst deactivated by the methane-steam reforming reaction,https://doi.org/10.1016/0021-9517(81)90332-8,doi_resolver_for_pdf_discovery,3,redirect_or_gate_html,200,https://linkinghub.elsevier.com/retrieve/pii/0021951781903328,text/html;charset=UTF-8,2698,,no,response_not_valid_pdf,HTML page appears to be redirect/gate content.,2026-04-29T10:21:16+08:00
